"N","d","G","beta","m","s","K","rank","ratio","beta.hat","V_LZ","V_HC1","V_HC2","V_HC3","V_LOO","V_CR","Neg","T_LZ","T_HC1","T_HC2","T_HC3","T_LOO","T_CR"
600,1,150,1,2,1,151,151,8.46161684087715,1.13800539023703,0.00300842820424815,0.00404040708138438,0.00403983076807995,0.00543237583578511,0.00823644200271504,0.00425861423939631,0,2.51609030138354,2.17111829859868,2.17127315653841,1.87241083301135,1.52063935871299,2.11476395034886
600,1,150,1,2,1,201,201,9.85362785709042,0.86626771271468,0.00265809593903427,0.00401725656628533,0.00396333255849449,0.00592770001644056,0.00349462376899599,0.00439764346623859,0,-2.59388636730505,-2.10994671638955,-2.12425189873134,-1.73697338527326,-2.26222636410566,-2.01663018918761
600,1,150,1,2,1,251,251,12.1971911317364,0.851921798330268,0.00364371708758231,0.00629580162533932,0.00623671928219827,0.0107151990300487,0.00742000024551559,0.00704582901344273,0,-2.45312007693115,-1.86623192214812,-1.87505077743086,-1.4305103698042,-1.71905262429498,-1.76410764358439
600,1,150,1,2,2,151,151,7.54748332767953,0.925883285390358,0.00276434704670601,0.00371259894689968,0.0036997355358049,0.004956171600224,0.00426394151130449,0.00416729230964207,0,-1.40967785527304,-1.21640204448533,-1.21851483097695,-1.05279300954873,-1.13503836338498,-1.14812501070878
600,1,150,1,2,2,201,201,10.2540166997727,0.973265572748428,0.00390731575508966,0.00590523827344883,0.00589359710401654,0.00891028967427114,0.00723845672996386,0.00696355203123826,0,-0.42769249562606,-0.347898191742389,-0.348241610524823,-0.283220687559948,-0.314230179182889,-0.320372678273128
600,1,150,1,2,2,251,251,11.9373108266803,1.06705210889805,0.00291144774226459,0.00503054902102793,0.00485173644387898,0.00812357529309264,0.00824645307823816,0.00574202812246351,0,1.24267608922773,0.945376383494521,0.962639861325411,0.743941586657183,0.73837816521368,0.884870637192784
600,1,150,1,2,3,151,151,7.58138671356508,0.844542984360533,0.00575321141303558,0.00772673122167452,0.00793204694985327,0.0109594597287355,0.00191185359889368,0.00982639766115165,0,-2.0495341520018,-1.76852996832713,-1.74549129827607,-1.48496341326438,-3.55535531463536,-1.5682422803896
600,1,150,1,2,3,201,201,9.96482481345648,0.949988395682537,0.00317020585742409,0.00479122296159114,0.00473121808676035,0.00708262311570702,0.00591082854852373,0.00557627553983007,0,-0.888233307206965,-0.722516211022889,-0.727083522788605,-0.594256198221189,-0.650498958175883,-0.669728335368962
600,1,150,1,2,3,251,251,12.3935781513015,0.986378293064392,0.00312723230977667,0.00540339268539902,0.00542852884983576,0.00946483437800366,0.00547697258973579,0.00652889994210218,0,-0.243585515619883,-0.185309748714552,-0.184880223421679,-0.140015147747878,-0.184060776004057,-0.168582125805543
600,1,150,1,2,4,151,151,7.60425101310022,1.07105063732029,0.00247954623934907,0.00333010313157523,0.00327750704626748,0.00433781899966095,0.00288667087570391,0.00348902728811077,0,1.42686167165017,1.2312298502106,1.24106966616338,1.07877845568799,1.32241979847524,1.2028619713267
600,1,150,1,2,4,201,201,10.0218190826597,1.10484277995495,0.00313900937905798,0.00474407482983229,0.00478506737257004,0.0073152065150906,0.00754054686287123,0.00552104127133209,0,1.87129484531278,1.52216861310181,1.51563455946653,1.22581584946267,1.20736089727977,1.41100330541774
